Item,Terms,Level,Tense,Suitable response categories,Direction,Context,Contributor,Date,AI-drafted,Reviewed/edited
I can carry objects without difficulty.,Carrying objects,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have friendships that have lasted a long time.,Long-term friendship,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often think about how things could have gone differently.,Counterfactual thinking,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I've gone through hard times recently.,Hard times,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I use my talents in meaningful ways.,Talent,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I make sacrifices for the people I care about.,Sacrifice,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I stand up for my rights when necessary.,Defending own rights,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I work to improve myself over time.,Personal improvement,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
"I feel connected in body, mind, and spirit.",Mind-body-soul connection,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
"My thoughts, feelings, and actions are aligned.",Self-coherence,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I challenge and reframe negative thoughts.,Cognitive restucturing,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I manage the everyday tasks of living.,Tasks of living,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I treat myself with kindness when I struggle.,Self-kindness,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My pets bring comfort and joy to my life.,Pets,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I hold grudges more than I'd like to.,Grudges,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I keep up with regular household chores.,Regular chores,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel in touch with my soul or spiritual self.,Soul,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My emotional relationships are strong and meaningful.,Emotional relationships,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can afford to purchase the things I need.,Purchasing goods,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel satisfied with my financial situation.,Financial satisfaction,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel a strong connection between my mind and body.,Mind-body connection,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can move around my home without difficulty.,Moving around home,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I follow a daily routine that supports my wellbeing.,Daily routine,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can make my payments on time.,Making payments,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am friendly and welcoming to others.,Friendliness,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have trouble walking or moving easily.,Trouble walking,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can move my body in the ways I want to.,Physical movement,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have good relationships with other people.,Relations with other people,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel in control of my habits and actions.,Self-mastery,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can tolerate stress without feeling overwhelmed.,Stress tolerance,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I seek spiritual support when I face challenges.,Seek spiritual support,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I take part in physical recreation for fun or health.,Physical recreation,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have people I can turn to for good advice.,Advice availability,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I believe my life follows a divine or greater plan.,Devine plan,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Routines help keep my life organized and stable.,Routines,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Soreness in my body limits what I can do.,Soreness,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I get out of breath easily.,Out of breath,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel close and supported by my boyfriend.,Boyfriend,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I share mutual understanding with people close to me.,Mutual understanding,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel secure and satisfied in my employment.,Exmployment,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I avoid dealing with difficult emotions.,Emotional avoidance,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I participate in voting or civic decision-making.,Voting,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel deeply moved when I see something beautiful.,Moved by beauty,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I regularly take part in religious activities.,Religious activities,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
"I often feel scared, even without a clear reason.",Feeling scared,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I tend to feel tense or highly strung.,Highly strung,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I depend on others more than I'd like to.,Dependence,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My daily life is manageable and fulfilling.,Daily life,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have a positive relationship with my in-laws.,In-laws,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often expect unpleasant experiences to happen.,Likelihood of unpleasant experiences,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
"My life feels balanced between work, rest, and relationships.",Life balance,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I'm motivated by meaning and long-term purpose.,Eudemonic motives,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I live by values and norms I've taken to heart.,Internalized norms,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have discussions about spiritual or meaningful topics.,Spiritual discussion,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I participate in self-help or peer support groups.,Self-help groups,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I maintain a healthy balance in my life.,Balanced life,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I sometimes feel faint or light-headed.,Faintness,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel heard and understood when I speak.,Being heard,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have an intimate relationship that brings me comfort.,Intimate relationship,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I strongly avoid certain situations or feelings.,Aversion,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I care about political issues and decisions.,Politics,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I provide or receive mentoring that supports growth.,Mentoring,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I rely on others when I need help or support.,Relying on others,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I follow strong routines that help structure my day.,Routine strength,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can meet my basic financial needs.,Financial needs,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have a close and supportive relationship with my girlfriend.,Girlfriend,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often compare myself to others.,Self-comparison,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I receive coaching or guidance that helps me grow.,Coaching,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel connected to one or more cultural groups.,Cultural groups,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often doubt myself or my decisions.,Doubt,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can observe my thoughts without getting stuck in them.,Cognitive defusion,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
"I avoid taking risks, even when they might help me grow.",Risk-avoidance,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Education has been important in shaping my life.,Educatoin,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel the presence of something greater than myself.,Devine presence,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I believe I have potential I haven't yet fulfilled.,Potential,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often feel physical or emotional tightness.,Tightness,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel pleased with who I am.,Pleased with self,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have someone I can confide in.,Someone to confide in,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I engage in spiritual practices that feel meaningful.,Spiritual practices,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel a sense of pride or connection to my nation.,Nation,General,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
